"08/17/2020","212.72","*","","Square Inc 200817P2 200817 L206555022237 Stephanie Berg"
"08/14/2020","200.89","*","","Square Inc 200814P2 200814 L206554438792 Stephanie Berg"
"08/13/2020","124.72","*","","Square Inc 200813P2 200813 L206554102968 Stephanie Berg"
"08/12/2020","112.89","*","","Square Inc 200812P2 200812 L206553762438 Stephanie Berg"
"08/11/2020","203.62","*","","Square Inc 200811P2 200811 L206553503660 Stephanie Berg"
"08/10/2020","295.46","*","","Square Inc 200810P2 200810 L206553166229 Stephanie Berg"
"08/10/2020","201.80","*","","Square Inc 200810P2 200810 L206553166228 Stephanie Berg"
"08/10/2020","57.35","*","","Square Inc 200810P2 200810 L206553166227 Stephanie Berg"
"08/06/2020","153.55","*","","Square Inc 200806P2 200806 L206551204825 Stephanie Berg"
"08/05/2020","244.89","*","","Square Inc 200805P2 200805 L206550876552 Stephanie Berg"
"08/04/2020","101.35","*","","Square Inc 200804P2 200804 L206550619499 Stephanie Berg"
"08/03/2020","660.34","*","","Square Inc 200803P2 200803 L206550299550 Stephanie Berg"
"08/03/2020","384.15","*","","Square Inc 200803P2 200803 L206550299549 Stephanie Berg"
"07/31/2020","203.92","*","","Square Inc 200731P2 200731 L206549705523 Stephanie Berg"
"07/30/2020","76.16","*","","Square Inc 200730P2 200730 L206549376314 Stephanie Berg"
"07/29/2020","76.48","*","","Square Inc 200729P2 200729 L206549074678 Stephanie Berg"
"07/28/2020","230.93","*","","Square Inc 200728P2 200728 L206548789312 Stephanie Berg"
"07/27/2020","230.31","*","","Square Inc 200727P2 200727 L206548482967 Stephanie Berg"
"07/27/2020","134.74","*","","Square Inc 200727P2 200727 L206548482968 Stephanie Berg"
"07/24/2020","151.12","*","","Square Inc 200724P2 200724 L206547889093 Stephanie Berg"
"07/23/2020","108.04","*","","Square Inc 200723P2 200723 L206547570375 Stephanie Berg"
"07/22/2020","251.56","*","","Square Inc 200722P2 200722 L206547250437 Stephanie Berg"
"07/21/2020","162.35","*","","Square Inc 200721P2 200721 L206546989388 Stephanie Berg"
"07/20/2020","179.65","*","","Square Inc 200720P2 200720 L206546684636 Stephanie Berg"
"07/20/2020","172.36","*","","Square Inc 200720P2 200720 L206546684637 Stephanie Berg"
"07/17/2020","357.79","*","","Square Inc 200717P2 200717 L206546102935 Stephanie Berg"
"07/16/2020","93.47","*","","Square Inc 200716P2 200716 L206545765210 Stephanie Berg"
"07/15/2020","112.58","*","","Square Inc 200715P2 200715 L206545471910 Stephanie Berg"
"07/14/2020","40.67","*","","Square Inc 200714P2 200714 L206545230639 Stephanie Berg"
"07/13/2020","716.76","*","","Square Inc 200713P2 200713 L206544876564 Stephanie Berg"
"07/13/2020","198.77","*","","Square Inc 200713P2 200713 L206544876565 Stephanie Berg"
"07/13/2020","52.50","*","","BILL PAY PAYMENT RETURN ON 07-13"
"07/10/2020","62.22","*","","Square Inc 200710P2 200710 L206544333204 Stephanie Berg"
"07/09/2020","62.21","*","","Square Inc 200709P2 200709 L206543977942 Stephanie Berg"
"07/08/2020","114.70","*","","Square Inc 200708P2 200708 L206543654017 Stephanie Berg"
